vehicle_id,origin_id,KEY_CODE,destination_edge,lane_id,current_edge,speed_mps,pos_m,lane_length_m,distance_to_lane_end_m,near_lane_end,current_edge_closed,successor_count,open_successor_count,has_open_path_to_destination,layer
veh_full_origin_0147_0004,origin_0147,5439075534,6104#10,5895#2_0,5895#2,0.0,1.59,69.1,67.51,False,True,4,0,False,physical_isolation
veh_full_origin_0147_0005,origin_0147,5439075534,6104#10,5895#1_0,5895#1,0.0,17.61,23.38,5.77,True,True,1,0,False,physical_isolation
veh_full_origin_0147_0006,origin_0147,5439075534,6104#10,5895#1_0,5895#1,0.0,10.11,23.38,13.27,False,True,1,0,False,physical_isolation
veh_full_origin_0147_0007,origin_0147,5439075534,6104#10,5895#1_0,5895#1,0.0,2.61,23.38,20.77,False,True,1,0,False,physical_isolation
veh_full_origin_0150_0001,origin_0150,5439075621,6104#10,5895#2_0,5895#2,0.0,69.1,69.1,0.0,True,True,4,0,False,physical_isolation
veh_full_origin_0153_0012,origin_0153,5439075632,6104#10,5836#12_0,5836#12,0.0,188.68,188.68,0.0,True,True,1,0,False,physical_isolation
veh_full_origin_0153_0013,origin_0153,5439075632,6104#10,5836#12_0,5836#12,0.0,181.18,188.68,7.5,True,True,1,0,False,physical_isolation
veh_full_origin_0153_0014,origin_0153,5439075632,6104#10,5836#12_0,5836#12,0.0,173.68,188.68,15.0,False,True,1,0,False,physical_isolation
veh_full_origin_0153_0015,origin_0153,5439075632,6104#10,5836#12_0,5836#12,0.0,166.18,188.68,22.5,False,True,1,0,False,physical_isolation
veh_full_origin_0153_0016,origin_0153,5439075632,6104#10,5836#12_0,5836#12,0.0,158.67,188.68,30.01,False,True,1,0,False,physical_isolation
veh_full_origin_0156_0001,origin_0156,5439075644,6104#10,5942#6_0,5942#6,0.0,33.89,56.39,22.5,False,True,1,0,False,physical_isolation
veh_full_origin_0156_0002,origin_0156,5439075644,6104#10,5942#5_0,5942#5,0.0,52.01,52.01,0.0,True,True,1,0,False,physical_isolation
veh_full_origin_0156_0003,origin_0156,5439075644,6104#10,5942#5_0,5942#5,0.0,44.51,52.01,7.5,True,True,1,0,False,physical_isolation
veh_full_origin_0156_0004,origin_0156,5439075644,6104#10,5942#5_0,5942#5,0.0,37.01,52.01,15.0,False,True,1,0,False,physical_isolation
veh_full_origin_0158_0006,origin_0158,5439075911,12727#0,6214#1_1,6214#1,0.0,10.93,40.94,30.01,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0158_0007,origin_0158,5439075911,12727#0,6214#0_0,6214#0,0.0,82.02,100.08,18.06,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0158_0033,origin_0158,5439075911,12727#0,290#6_1,290#6,0.0,11.44,25.65,14.21,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0159_0003,origin_0159,5439075912,12727#0,290#8_0,290#8,0.0,42.79,70.31,27.52,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0159_0015,origin_0159,5439075912,12727#0,290#12_1,290#12,0.0,0.05,31.5,31.45,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0162_0004,origin_0162,5439075931,12727#0,6214#1_1,6214#1,0.0,18.44,40.94,22.5,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0162_0006,origin_0162,5439075931,12727#0,6214#0_1,6214#0,0.0,88.84,100.08,11.24,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0162_0008,origin_0162,5439075931,12727#0,290#8_0,290#8,0.0,50.3,70.31,20.01,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0162_0045,origin_0162,5439075931,12727#0,290#13_0,290#13,0.0,35.63,40.92,5.29,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0001,origin_0163,5439075932,12727#0,290#11_1,290#11,0.0,36.98,51.62,14.64,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0007,origin_0163,5439075932,12727#0,6214#1_1,6214#1,0.0,3.43,40.94,37.51,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0013,origin_0163,5439075932,12727#0,290#14_0,290#14,0.0,9.39,31.58,22.19,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0063,origin_0163,5439075932,12727#0,290#10_0,290#10,0.0,3.31,18.64,15.33,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0064,origin_0163,5439075932,12727#0,290#9_0,290#9,0.0,9.51,13.6,4.09,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0068,origin_0163,5439075932,12727#0,290#14_0,290#14,0.0,1.88,31.58,29.7,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0069,origin_0163,5439075932,12727#0,290#14_0,290#14,0.0,25.32,31.58,6.26,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0070,origin_0163,5439075932,12727#0,290#14_1,290#14,0.0,9.48,31.58,22.1,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0071,origin_0163,5439075932,12727#0,290#11_0,290#11,0.0,29.38,51.62,22.24,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0072,origin_0163,5439075932,12727#0,290#13_1,290#13,0.0,20.73,40.92,20.19,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0073,origin_0163,5439075932,12727#0,290#13_1,290#13,0.0,13.23,40.92,27.69,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0074,origin_0163,5439075932,12727#0,290#12_1,290#12,0.0,22.55,31.5,8.95,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0075,origin_0163,5439075932,12727#0,290#10_0,290#10,0.0,18.31,18.64,0.33,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0076,origin_0163,5439075932,12727#0,290#13_1,290#13,0.0,28.23,40.92,12.69,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0079,origin_0163,5439075932,12727#0,290#10_1,290#10,0.0,10.91,18.64,7.73,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0080,origin_0163,5439075932,12727#0,290#8_0,290#8,0.0,65.3,70.31,5.01,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0081,origin_0163,5439075932,12727#0,290#9_1,290#9,0.0,9.61,13.6,3.99,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0082,origin_0163,5439075932,12727#0,290#13_1,290#13,0.0,5.73,40.92,35.19,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0083,origin_0163,5439075932,12727#0,290#14_1,290#14,0.0,1.98,31.58,29.6,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0084,origin_0163,5439075932,12727#0,290#8_1,290#8,0.0,42.89,70.31,27.42,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0085,origin_0163,5439075932,12727#0,290#11_1,290#11,0.0,29.48,51.62,22.14,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0086,origin_0163,5439075932,12727#0,290#8_1,290#8,0.0,20.39,70.31,49.92,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0163_0087,origin_0163,5439075932,12727#0,290#10_1,290#10,0.0,18.41,18.64,0.23,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0164_0006,origin_0164,5439075934,12727#0,290#17_0,290#17,0.0,5.8,5.8,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0174_0015,origin_0174,5439076643,6104#10,5942#6_0,5942#6,0.0,48.89,56.39,7.5,True,True,1,0,False,physical_isolation
veh_full_origin_0174_0017,origin_0174,5439076643,6104#10,5942#6_0,5942#6,0.0,41.39,56.39,15.0,False,True,1,0,False,physical_isolation
veh_full_origin_0174_0018,origin_0174,5439076643,6104#10,5942#6_0,5942#6,0.0,26.38,56.39,30.01,False,True,1,0,False,physical_isolation
veh_full_origin_0176_0024,origin_0176,5439076911,12727#0,6214#0_1,6214#0,0.0,51.9,100.08,48.18,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0025,origin_0176,5439076911,12727#0,6214#0_1,6214#0,0.0,96.34,100.08,3.74,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0036,origin_0176,5439076911,12727#0,290#3_0,290#3,0.0,1.39,10.52,9.13,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0044,origin_0176,5439076911,12727#0,290#12_1,290#12,0.0,7.55,31.5,23.95,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0046,origin_0176,5439076911,12727#0,290#8_1,290#8,0.0,27.89,70.31,42.42,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0047,origin_0176,5439076911,12727#0,290#11_1,290#11,0.0,44.48,51.62,7.14,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0048,origin_0176,5439076911,12727#0,290#8_0,290#8,0.0,20.29,70.31,50.02,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0049,origin_0176,5439076911,12727#0,290#7_0,290#7,0.0,15.51,40.12,24.61,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0050,origin_0176,5439076911,12727#0,290#8_1,290#8,0.0,57.9,70.31,12.41,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0051,origin_0176,5439076911,12727#0,290#7_0,290#7,0.0,8.0,40.12,32.12,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0052,origin_0176,5439076911,12727#0,290#6_1,290#6,0.0,18.94,25.65,6.71,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0053,origin_0176,5439076911,12727#0,290#8_0,290#8,0.0,35.29,70.31,35.02,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0054,origin_0176,5439076911,12727#0,290#8_1,290#8,0.0,12.89,70.31,57.42,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0055,origin_0176,5439076911,12727#0,290#5_0,290#5,0.0,7.33,10.58,3.25,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0056,origin_0176,5439076911,12727#0,:9000000001105_0_0,:9000000001105_0,0.0,1.27,1.44,0.17,True,False,1,1,True,intersection_blockage
veh_full_origin_0176_0057,origin_0176,5439076911,12727#0,290#4_0,290#4,0.0,5.33,11.56,6.23,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0058,origin_0176,5439076911,12727#0,290#7_0,290#7,0.0,38.01,40.12,2.11,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0059,origin_0176,5439076911,12727#0,290#3_1,290#3,0.0,1.5,10.52,9.02,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0060,origin_0176,5439076911,12727#0,290#7_1,290#7,0.0,15.61,40.12,24.51,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0062,origin_0176,5439076911,12727#0,290#6_0,290#6,0.0,18.84,25.65,6.81,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0063,origin_0176,5439076911,12727#0,6214#0_1,6214#0,0.0,36.7,100.08,63.38,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0079,origin_0176,5439076911,12727#0,290#11_1,290#11,0.0,21.98,51.62,29.64,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0081,origin_0176,5439076911,12727#0,290#10_1,290#10,0.0,3.41,18.64,15.23,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0082,origin_0176,5439076911,12727#0,290#8_1,290#8,0.0,50.4,70.31,19.91,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0083,origin_0176,5439076911,12727#0,290#13_1,290#13,0.0,35.73,40.92,5.19,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0085,origin_0176,5439076911,12727#0,290#8_0,290#8,0.0,57.8,70.31,12.51,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0086,origin_0176,5439076911,12727#0,:9000000001105_0_1,:9000000001105_0,0.0,1.37,1.44,0.07,True,False,1,1,True,intersection_blockage
veh_full_origin_0176_0087,origin_0176,5439076911,12727#0,290#8_0,290#8,0.0,5.29,70.31,65.02,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0088,origin_0176,5439076911,12727#0,290#9_1,290#9,0.0,2.11,13.6,11.49,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0089,origin_0176,5439076911,12727#0,290#12_1,290#12,0.0,30.05,31.5,1.45,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0090,origin_0176,5439076911,12727#0,290#12_1,290#12,0.0,15.05,31.5,16.45,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0091,origin_0176,5439076911,12727#0,290#8_1,290#8,0.0,5.39,70.31,64.92,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0092,origin_0176,5439076911,12727#0,290#4_1,290#4,0.0,5.43,11.56,6.13,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0093,origin_0176,5439076911,12727#0,290#8_0,290#8,0.0,12.79,70.31,57.52,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0094,origin_0176,5439076911,12727#0,290#7_1,290#7,0.0,30.61,40.12,9.51,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0095,origin_0176,5439076911,12727#0,290#7_0,290#7,0.0,23.01,40.12,17.11,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0096,origin_0176,5439076911,12727#0,290#7_0,290#7,0.0,0.5,40.12,39.62,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0176_0097,origin_0176,5439076911,12727#0,290#6_1,290#6,0.0,3.94,25.65,21.71,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0007,origin_0177,5439076912,12727#0,6214#0_0,6214#0,0.0,51.8,100.08,48.28,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0012,origin_0177,5439076912,12727#0,6214#0_1,6214#0,0.0,29.2,100.08,70.88,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0025,origin_0177,5439076912,12727#0,290#8_1,290#8,0.0,65.4,70.31,4.91,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0027,origin_0177,5439076912,12727#0,6214#1_1,6214#1,0.0,25.94,40.94,15.0,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0028,origin_0177,5439076912,12727#0,290#3_1,290#3,0.0,9.0,10.52,1.52,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0177_0032,origin_0177,5439076912,12727#0,6214#0_1,6214#0,0.0,21.7,100.08,78.38,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0179_0013,origin_0179,5439076931,12727#0,290#5_1,290#5,0.0,7.43,10.58,3.15,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0195_0007,origin_0195,5439077913,12727#0,290#11_1,290#11,0.0,14.47,51.62,37.15,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0195_0008,origin_0195,5439077913,12727#0,290#6_0,290#6,0.0,11.34,25.65,14.31,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0195_0009,origin_0195,5439077913,12727#0,290#8_0,290#8,0.0,27.79,70.31,42.52,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0222_0001,origin_0222,5439079744,7058,:3737554098_0_0,:3737554098_0,0.0,10.3,14.53,4.23,True,False,1,1,True,intersection_blockage
veh_full_origin_0222_0004,origin_0222,5439079744,7058,6556#1_0,6556#1,0.0,3.3,25.8,22.5,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0240_0001,origin_0240,5439170714,7058,6556#1_0,6556#1,0.0,25.8,25.8,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0240_0002,origin_0240,5439170714,7058,6556#1_0,6556#1,0.0,18.3,25.8,7.5,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0242_0017,origin_0242,5439170734,7058,7043_0,7043,0.0,18.27,43.83,25.56,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0242_0026,origin_0242,5439170734,7058,:1429621954_1_1,:1429621954_1,0.0,6.95,18.91,11.96,False,False,1,1,True,intersection_blockage
veh_full_origin_0242_0028,origin_0242,5439170734,7058,7043_1,7043,0.0,43.23,43.83,0.6,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0243_0001,origin_0243,5439170922,7058,6556#1_0,6556#1,0.0,10.8,25.8,15.0,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0244_0002,origin_0244,5439170941,7058,7043_1,7043,0.0,35.73,43.83,8.1,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0258_0008,origin_0258,5439171814,7058,7043_0,7043,0.0,33.27,43.83,10.56,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0260_0001,origin_0260,5439172224,3270#3,12394_0,12394,0.0,21.51,42.78,21.27,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0260_0002,origin_0260,5439172224,3270#3,12394_0,12394,0.0,14.01,42.78,28.77,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0272_0016,origin_0272,5439172623,7058,2768#0_0,2768#0,0.0,44.4,44.4,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0278_0005,origin_0278,5439172644,7058,:1429621954_20_0,:1429621954_20,0.0,4.29,14.3,10.01,False,False,1,1,True,intersection_blockage
veh_full_origin_0280_0005,origin_0280,5439172833,7058,7623_0,7623,0.0,46.08,46.18,0.1,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0280_0015,origin_0280,5439172833,7058,21_1,21,0.0,0.1,0.2,0.1,True,False,3,3,True,queue_behind_blockage
veh_full_origin_0280_0066,origin_0280,5439172833,7058,:2087802545_2_0,:2087802545_2,0.0,12.41,14.16,1.75,True,False,1,1,True,intersection_blockage
veh_full_origin_0281_0004,origin_0281,5439172834,7058,:1429621954_6_0,:1429621954_6,0.0,21.19,23.7,2.51,True,False,1,1,True,intersection_blockage
veh_full_origin_0281_0005,origin_0281,5439172834,7058,7623_0,7623,0.0,38.58,46.18,7.6,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0006,origin_0281,5439172834,7058,7623_0,7623,0.0,31.08,46.18,15.1,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0007,origin_0281,5439172834,7058,7623_0,7623,0.0,23.58,46.18,22.6,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0008,origin_0281,5439172834,7058,7623_0,7623,0.0,16.07,46.18,30.11,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0009,origin_0281,5439172834,7058,7623_0,7623,0.0,8.57,46.18,37.61,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0010,origin_0281,5439172834,7058,7623_0,7623,0.0,1.07,46.18,45.11,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0035,origin_0281,5439172834,7058,6556#0_0,6556#0,0.0,5.75,9.58,3.83,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0281_0040,origin_0281,5439172834,7058,7043_0,7043,0.0,25.77,43.83,18.06,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0041,origin_0281,5439172834,7058,7043_0,7043,0.0,3.27,43.83,40.56,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0047,origin_0281,5439172834,7058,7043_0,7043,0.0,40.77,43.83,3.06,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0281_0049,origin_0281,5439172834,7058,:1429621954_0_0,:1429621954_0,0.0,4.44,14.45,10.01,False,False,1,1,True,intersection_blockage
veh_full_origin_0281_0052,origin_0281,5439172834,7058,7043_0,7043,0.0,10.77,43.83,33.06,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0300_0003,origin_0300,5439173331,3270#3,12398_0,12398,0.0,19.07,29.94,10.87,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0300_0004,origin_0300,5439173331,3270#3,12398_0,12398,0.0,26.57,29.94,3.37,True,False,3,3,True,queue_behind_blockage
veh_full_origin_0300_0005,origin_0300,5439173331,3270#3,12398_0,12398,0.0,11.57,29.94,18.37,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0300_0007,origin_0300,5439173331,3270#3,:11237395538_5_0,:11237395538_5,0.0,1.24,4.68,3.44,True,False,1,1,True,intersection_blockage
veh_full_origin_0300_0008,origin_0300,5439173331,3270#3,12394_0,12394,0.0,36.51,42.78,6.27,True,False,3,3,True,queue_behind_blockage
veh_full_origin_0300_0009,origin_0300,5439173331,3270#3,12394_0,12394,0.0,29.01,42.78,13.77,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0302_0005,origin_0302,5439173341,3270#3,:11237395538_1_0,:11237395538_1,0.0,4.13,4.23,0.1,True,False,1,1,True,intersection_blockage
veh_full_origin_0302_0006,origin_0302,5439173341,3270#3,12394_0,12394,0.0,6.51,42.78,36.27,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0311_0012,origin_0311,5439173544,3270#3,12365#7_1,12365#7,0.0,28.5,82.11,53.61,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0312_0021,origin_0312,5439173612,7058,:1429621954_12_0,:1429621954_12,0.0,1.63,4.84,3.21,True,False,1,1,True,intersection_blockage
veh_full_origin_0312_0022,origin_0312,5439173612,7058,7629#1_1,7629#1,0.0,11.39,17.26,5.87,True,False,4,4,True,queue_behind_blockage
veh_full_origin_0312_0024,origin_0312,5439173612,7058,7629#0_1,7629#0,0.0,8.45,8.72,0.27,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0312_0025,origin_0312,5439173612,7058,7629#0_0,7629#0,0.0,8.65,8.72,0.07,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0312_0027,origin_0312,5439173612,7058,:3738801239_5_0,:3738801239_5,0.0,4.38,17.77,13.39,False,False,1,1,True,intersection_blockage
veh_full_origin_0312_0028,origin_0312,5439173612,7058,7626_0,7626,0.0,4.67,15.29,10.62,False,False,3,3,True,queue_behind_blockage
veh_full_origin_0312_0029,origin_0312,5439173612,7058,7627_0,7627,0.0,2.11,15.29,13.18,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0313_0001,origin_0313,5439173613,7058,7629#0_1,7629#0,0.0,0.95,8.72,7.77,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0313_0002,origin_0313,5439173613,7058,7626_0,7626,0.0,12.17,15.29,3.12,True,False,3,3,True,queue_behind_blockage
veh_full_origin_0313_0003,origin_0313,5439173613,7058,:3738801238_0_0,:3738801238_0,0.0,1.83,4.66,2.83,True,False,1,1,True,intersection_blockage
veh_full_origin_0313_0004,origin_0313,5439173613,7058,7627_0,7627,0.0,9.61,15.29,5.68,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0317_0002,origin_0317,5439173624,7058,7629#1_0,7629#1,0.0,6.78,17.26,10.48,False,False,4,4,True,queue_behind_blockage
veh_full_origin_0318_0011,origin_0318,5439173631,3270#3,3329#5_0,3329#5,0.0,9.16,14.3,5.14,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0318_0018,origin_0318,5439173631,3270#3,:9000000011096_2_1,:9000000011096_2,0.0,1.46,1.85,0.39,True,False,1,1,True,intersection_blockage
veh_full_origin_0318_0019,origin_0318,5439173631,3270#3,3308#0_0,3308#0,0.0,45.43,60.43,15.0,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0318_0020,origin_0318,5439173631,3270#3,3308#0_1,3308#0,0.0,37.29,60.43,23.14,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0318_0021,origin_0318,5439173631,3270#3,3308#0_1,3308#0,0.0,22.28,60.43,38.15,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0318_0024,origin_0318,5439173631,3270#3,3329#5_1,3329#5,0.0,14.3,14.3,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0318_0025,origin_0318,5439173631,3270#3,3329#4_1,3329#4,0.0,12.21,16.87,4.66,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0321_0013,origin_0321,5439173641,3270#3,3308#0_0,3308#0,0.0,37.93,60.43,22.5,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0321_0015,origin_0321,5439173641,3270#3,3308#0_0,3308#0,0.0,7.92,60.43,52.51,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0321_0017,origin_0321,5439173641,3270#3,3308#0_0,3308#0,0.0,52.93,60.43,7.5,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0321_0018,origin_0321,5439173641,3270#3,3308#3_0,3308#3,0.0,11.3,18.8,7.5,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0341_0005,origin_0341,5439174512,3270#3,3329#3_1,3329#3,0.0,12.89,28.95,16.06,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0344_0043,origin_0344,5439174522,3270#3,12365#8_1,12365#8,0.0,13.69,36.19,22.5,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0344_0060,origin_0344,5439174522,3270#3,12365#7_1,12365#7,0.0,66.0,82.11,16.11,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0344_0064,origin_0344,5439174522,3270#3,12365#8_1,12365#8,0.0,21.19,36.19,15.0,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0344_0068,origin_0344,5439174522,3270#3,12365#7_1,12365#7,0.0,73.5,82.11,8.61,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0346_0001,origin_0346,5439174524,3270#3,4732#2_1,4732#2,0.0,5.35,11.39,6.04,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0346_0002,origin_0346,5439174524,3270#3,3308#3_0,3308#3,0.0,18.8,18.8,0.0,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0351_0005,origin_0351,5439174611,3270#3,3308#0_0,3308#0,0.0,22.92,60.43,37.51,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0351_0010,origin_0351,5439174611,3270#3,3329#1_1,3329#1,0.0,4.85,8.81,3.96,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0351_0013,origin_0351,5439174611,3270#3,:9000000011095_2_1,:9000000011095_2,0.0,0.67,2.45,1.78,True,False,1,1,True,intersection_blockage
veh_full_origin_0353_0001,origin_0353,5439174621,3270#3,3329#5_0,3329#5,0.0,1.66,14.3,12.64,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0353_0002,origin_0353,5439174621,3270#3,3329#4_0,3329#4,0.0,12.21,16.87,4.66,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0353_0003,origin_0353,5439174621,3270#3,3329#4_0,3329#4,0.0,4.71,16.87,12.16,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0353_0004,origin_0353,5439174621,3270#3,3329#2_1,3329#2,0.0,3.01,11.23,8.22,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0353_0007,origin_0353,5439174621,3270#3,3329#4_1,3329#4,0.0,4.71,16.87,12.16,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0002,origin_0354,5439174622,3270#3,3308#1_1,3308#1,0.0,4.84,7.46,2.62,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0004,origin_0354,5439174622,3270#3,3329#3_0,3329#3,0.0,20.39,28.95,8.56,True,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0008,origin_0354,5439174622,3270#3,3308#0_0,3308#0,0.0,30.42,60.43,30.01,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0009,origin_0354,5439174622,3270#3,3308#0_1,3308#0,0.0,44.79,60.43,15.64,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0015,origin_0354,5439174622,3270#3,3329#5_1,3329#5,0.0,1.09,14.3,13.21,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0354_0017,origin_0354,5439174622,3270#3,3308#0_1,3308#0,0.0,14.78,60.43,45.65,False,False,1,1,True,queue_behind_blockage
veh_full_origin_0355_0003,origin_0355,5439174632,3270#3,3329#3_0,3329#3,0.0,12.89,28.95,16.06,False,False,1,1,True,queue_behind_blockage
