KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001208001,T001208002,T001208003,T001208004,T001208005,T001208006,T001208007,T001208008,T001208009,T001208010,T001208011,T001208012,T001208013,T001208014,T001208015,T001208016,T001208017,T001208018,T001208019,T001208020,T001208021,T001208022,T001208023,T001208024,T001208025,T001208026,T001208027,T001208028,T001208029,T001208030,T001208031,T001208032,T001208033,T001208034,T001208035,T001208036,T001208037,T001208038,T001208039,T001208040,T001208041,T001208042,T001208043,T001208044,T001208045,T001208046,T001208047,T001208048,T001208049
,,,,　常住者（現住地による人口）　総数,　常住者（現住地による人口）　男,　常住者（現住地による人口）　女,　５年前の常住地が現住所　総数,　５年前の常住地が現住所　男,　５年前の常住地が現住所　女,　５年前の常住地が現住所以外　総数,　５年前の常住地が現住所以外　男,　５年前の常住地が現住所以外　女,　　５年前の常住地が自市区町村内　総数,　　５年前の常住地が自市区町村内　男,　　５年前の常住地が自市区町村内　女,　　５年前の常住地が自市内他区・県内他市区町村　総数,　　５年前の常住地が自市内他区・県内他市区町村　男,　　５年前の常住地が自市内他区・県内他市区町村　女,　　５年前の常住地が他県・国外　総数,　　５年前の常住地が他県・国外　男,　　５年前の常住地が他県・国外　女,　常住者（現住地による５歳以上人口）　総数,　常住者（現住地による５歳以上人口）　男,　常住者（現住地による５歳以上人口）　女,　５年前の常住地が現住所（５歳以上人口）　総数,　５年前の常住地が現住所（５歳以上人口）　男,　５年前の常住地が現住所（５歳以上人口）　女,　５年前の常住地が現住所以外（５歳以上人口）　総数,　５年前の常住地が現住所以外（５歳以上人口）　男,　５年前の常住地が現住所以外（５歳以上人口）　女,　　５年前の常住地が自市区町村内（５歳以上人口）　総数,　　５年前の常住地が自市区町村内（５歳以上人口）　男,　　５年前の常住地が自市区町村内（５歳以上人口）　女,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　総数,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　男,　　５年前の常住地が自市内他区・県内他市区町村（５歳以上人口）　女,　　５年前の常住地が他県・国外（５歳以上人口）　総数,　　５年前の常住地が他県・国外（５歳以上人口）　男,　　５年前の常住地が他県・国外（５歳以上人口）　女,　当地に常住する就業者・通学者　総数,　当地に常住する就業者数,　当地に常住する通学者数,　　自宅で従業　就業者数,　　自宅外の自市区町村で従業・通学　総数,　　自宅外の自市区町村で従業・通学　就業者数,　　自宅外の自市区町村で従業・通学　通学者数,　　自市内他区・県内他市区町村で従業・通学　総数,　　自市内他区・県内他市区町村で従業・通学　就業者数,　　自市内他区・県内他市区町村で従業・通学　通学者数,　　他県で従業・通学　総数,　　他県で従業・通学　就業者数,　　他県で従業・通学　通学者数
5340717232,0,,,43,19,24,42,18,24,1,1,0,0,0,0,0,0,0,1,1,0,41,19,22,40,18,22,1,1,0,0,0,0,0,0,0,1,1,0,28,20,8,4,6,5,1,9,7,2,5,3,2
5340717233,0,,,451,232,219,343,169,174,76,42,34,29,19,10,31,16,15,16,7,9,434,221,213,331,162,169,74,40,34,28,18,10,30,15,15,16,7,9,208,194,14,15,65,62,3,76,68,8,40,37,3
5340717234,0,,,98,42,56,74,34,40,20,6,14,10,2,8,5,2,3,5,2,3,96,42,54,73,34,39,19,6,13,9,2,7,5,2,3,5,2,3,53,48,5,5,15,11,4,19,18,1,12,12,0
5340717241,0,,,56,31,25,47,26,21,9,5,4,8,5,3,1,0,1,0,0,0,55,30,25,46,25,21,9,5,4,8,5,3,1,0,1,0,0,0,27,23,4,4,13,11,2,9,7,2,1,1,0
5340717242,0,,,64,30,34,53,26,27,8,2,6,1,0,1,6,2,4,1,0,1,62,28,34,51,24,27,8,2,6,1,0,1,6,2,4,1,0,1,32,28,4,5,12,11,1,9,8,1,5,3,2
5340717243,0,,,210,82,128,69,33,36,136,47,89,71,22,49,48,16,32,17,9,8,210,82,128,69,33,36,136,47,89,71,22,49,48,16,32,17,9,8,57,48,9,9,19,16,3,19,15,4,8,6,2
5340717244,0,,,51,19,32,23,11,12,13,2,11,1,0,1,4,0,4,8,2,6,46,17,29,23,11,12,13,2,11,1,0,1,4,0,4,8,2,6,25,24,1,4,14,14,0,6,5,1,1,1,0
5340717311,2,5340717314,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717313,2,5340717314,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717314,1,,5340717311;5340717313,9,4,5,8,4,4,1,0,1,0,0,0,1,0,1,0,0,0,9,4,5,8,4,4,1,0,1,0,0,0,1,0,1,0,0,0,6,6,0,1,3,3,0,1,1,0,1,1,0
5340717322,2,5340717323,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717323,1,,5340717322,43,19,24,39,17,22,4,2,2,0,0,0,0,0,0,4,2,2,42,19,23,38,17,21,4,2,2,0,0,0,0,0,0,4,2,2,28,23,5,6,6,6,0,12,10,2,4,1,3
5340717324,0,,,66,36,30,60,32,28,6,4,2,3,2,1,1,1,0,2,1,1,64,35,29,58,31,27,6,4,2,3,2,1,1,1,0,2,1,1,38,37,1,8,10,10,0,16,15,1,3,3,0
5340717331,2,5340717333,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717333,1,,5340717331,19,8,11,15,7,8,4,1,3,0,0,0,3,0,3,1,1,0,19,8,11,15,7,8,4,1,3,0,0,0,3,0,3,1,1,0,10,10,0,3,6,6,0,1,1,0,0,0,0
5340717334,0,,,26,15,11,25,15,10,1,0,1,0,0,0,1,0,1,0,0,0,24,13,11,23,13,10,1,0,1,0,0,0,1,0,1,0,0,0,15,15,0,3,3,3,0,6,6,0,3,3,0
5340717341,0,,,43,23,20,39,20,19,4,3,1,0,0,0,0,0,0,4,3,1,42,22,20,39,20,19,3,2,1,0,0,0,0,0,0,3,2,1,26,25,1,10,2,2,0,10,9,1,4,4,0
5340717342,0,,,33,11,22,31,11,20,1,0,1,0,0,0,0,0,0,1,0,1,31,11,20,29,11,18,1,0,1,0,0,0,0,0,0,1,0,1,18,15,3,0,2,2,0,8,7,1,2,1,1
5340717343,0,,,62,32,30,50,24,26,7,4,3,6,4,2,1,0,1,0,0,0,61,31,30,50,24,26,6,3,3,5,3,2,1,0,1,0,0,0,41,38,3,16,11,10,1,5,5,0,4,2,2
5340717411,0,,,72,30,42,68,29,39,0,0,0,0,0,0,0,0,0,0,0,0,72,30,42,68,29,39,0,0,0,0,0,0,0,0,0,0,0,0,37,35,2,9,13,12,1,11,11,0,2,1,1
5340717412,0,,,84,43,41,33,19,14,50,23,27,12,7,5,27,12,15,11,4,7,84,43,41,33,19,14,50,23,27,12,7,5,27,12,15,11,4,7,24,22,2,7,10,10,0,6,5,1,1,0,1
5340717413,0,,,40,20,20,35,17,18,5,3,2,2,2,0,2,1,1,1,0,1,40,20,20,35,17,18,5,3,2,2,2,0,2,1,1,1,0,1,21,20,1,8,4,3,1,4,4,0,1,1,0
5340717414,0,,,34,14,20,33,13,20,1,1,0,0,0,0,0,0,0,1,1,0,34,14,20,33,13,20,1,1,0,0,0,0,0,0,0,1,1,0,18,17,1,5,5,5,0,6,6,0,0,0,0
5340717421,2,5340717423,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717423,1,,5340717421;5340717424,14,6,8,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,4,3,1,1,1,0,1,1,0
5340717424,2,5340717423,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717431,2,5340717433,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717432,0,,,25,14,11,23,13,10,2,1,1,0,0,0,0,0,0,2,1,1,23,12,11,21,11,10,2,1,1,0,0,0,0,0,0,2,1,1,13,11,2,4,4,3,1,3,3,0,2,1,1
5340717433,1,,5340717431,56,27,29,50,24,26,6,3,3,0,0,0,4,2,2,2,1,1,56,27,29,50,24,26,6,3,3,0,0,0,4,2,2,2,1,1,31,27,4,1,6,5,1,16,14,2,5,4,1
5340717434,0,,,43,20,23,32,13,19,11,7,4,0,0,0,10,6,4,1,1,0,42,19,23,31,12,19,11,7,4,0,0,0,10,6,4,1,1,0,22,20,2,3,8,8,0,9,8,1,2,1,1
5340717441,2,5340717442,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717442,1,,5340717441,17,9,8,12,6,6,4,2,2,3,2,1,1,0,1,0,0,0,16,8,8,11,5,6,4,2,2,3,2,1,1,0,1,0,0,0,8,8,0,1,2,2,0,3,3,0,2,2,0
5340717443,2,5340717444,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717444,1,,5340717443,20,10,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,3,5,5,0,5,3,2,1,1,0
5340717511,2,5340717512,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717512,1,,5340717511;5340717521,32,17,15,30,16,14,2,1,1,2,1,1,0,0,0,0,0,0,32,17,15,30,16,14,2,1,1,2,1,1,0,0,0,0,0,0,25,23,2,5,3,3,0,14,13,1,3,2,1
5340717513,0,,,14,8,6,13,7,6,1,1,0,0,0,0,1,1,0,0,0,0,14,8,6,13,7,6,1,1,0,0,0,0,1,1,0,0,0,0,8,8,0,0,3,3,0,3,3,0,1,1,0
5340717514,0,,,19,13,6,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,19,13,6,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,1,5,5,0,5,5,0,1,1,0
5340717521,2,5340717512,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717542,0,,,27,12,15,27,12,15,0,0,0,0,0,0,0,0,0,0,0,0,27,12,15,27,12,15,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,3,4,4,0,9,8,1,0,0,0
5340717612,2,5340717621,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717614,2,5340717621,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717621,1,,5340717612;5340717614;5340717624,56,28,28,54,27,27,2,1,1,1,0,1,1,1,0,0,0,0,54,26,28,53,26,27,1,0,1,1,0,1,0,0,0,0,0,0,30,22,8,3,10,9,1,15,10,5,1,0,1
5340717623,0,,,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,3,0,0,0,4,1,3,2,2,0
5340717624,2,5340717621,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717631,2,5340717634,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717632,0,,,15,7,8,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8,15,7,8,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2,2,2,2,0,4,4,0,2,0,2
5340717634,1,,5340717631,113,61,52,108,60,48,5,1,4,5,1,4,0,0,0,0,0,0,113,61,52,108,60,48,5,1,4,5,1,4,0,0,0,0,0,0,58,55,3,14,14,13,1,25,25,0,3,1,2
5340717641,0,,,34,15,19,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0,34,15,19,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,6,3,3,0,11,11,0,2,2,0
5340717642,2,5340717643,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717643,1,,5340717642;5340717644,52,24,28,42,20,22,10,4,6,4,2,2,6,2,4,0,0,0,52,24,28,42,20,22,10,4,6,4,2,2,6,2,4,0,0,0,34,30,4,2,12,11,1,16,13,3,2,2,0
5340717644,2,5340717643,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717721,0,,,19,8,11,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,2,4,3,1,5,5,0,1,1,0
5340717722,0,,,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,15,8,7,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,1,0,1,6,6,0,1,1,0
5340717723,0,,,48,26,22,41,21,20,6,4,2,1,1,0,5,3,2,0,0,0,44,23,21,40,21,19,4,2,2,0,0,0,4,2,2,0,0,0,25,21,4,3,5,5,0,15,12,3,2,1,1
5340717724,0,,,10,6,4,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,4,0,0,0,0
5340717733,1,,5340717734,15,8,7,14,8,6,1,0,1,1,0,1,0,0,0,0,0,0,14,7,7,13,7,6,1,0,1,1,0,1,0,0,0,0,0,0,9,9,0,5,1,1,0,2,2,0,0,0,0
5340717734,2,5340717733,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717813,2,5340717834,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717822,0,,,49,26,23,41,22,19,3,1,2,1,0,1,2,1,1,0,0,0,45,25,20,37,21,16,3,1,2,1,0,1,2,1,1,0,0,0,24,24,0,9,5,5,0,8,8,0,2,2,0
5340717824,0,,,11,6,5,8,5,3,3,1,2,0,0,0,2,1,1,1,0,1,11,6,5,8,5,3,3,1,2,0,0,0,2,1,1,1,0,1,4,4,0,2,0,0,0,2,2,0,0,0,0
5340717834,1,,5340717813,13,6,7,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,1,1,0,5,4,1,2,1,1
5340717911,2,5340717912,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717912,1,,5340717911,27,15,12,22,12,10,5,3,2,1,1,0,3,1,2,1,1,0,25,14,11,20,11,9,5,3,2,1,1,0,3,1,2,1,1,0,12,12,0,2,5,5,0,5,5,0,0,0,0
5340717933,2,5340717934,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340717934,1,,5340717933,20,12,8,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,20,12,8,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,13,11,2,6,3,2,1,3,3,0,1,0,1
5340717943,1,,5340717944,42,22,20,41,22,19,1,0,1,1,0,1,0,0,0,0,0,0,42,22,20,41,22,19,1,0,1,1,0,1,0,0,0,0,0,0,26,23,3,8,7,6,1,8,6,2,2,2,0
5340717944,2,5340717943,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340718011,0,,,33,14,19,25,12,13,4,1,3,2,1,1,1,0,1,1,0,1,29,13,16,25,12,13,4,1,3,2,1,1,1,0,1,1,0,1,10,9,1,1,3,3,0,5,4,1,1,1,0
5340718012,2,5340718014,,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5340718013,0,,,195,80,115,67,28,39,126,51,75,26,11,15,74,29,45,26,11,15,192,78,114,64,26,38,126,51,75,26,11,15,74,29,45,26,11,15,21,20,1,5,8,7,1,6,6,0,2,2,0
5340718014,1,,5340718012,33,17,16,32,17,15,1,0,1,0,0,0,1,0,1,0,0,0,33,17,16,32,17,15,1,0,1,0,0,0,1,0,1,0,0,0,14,13,1,2,4,4,0,4,3,1,2,2,0
5340718021,0,,,37,20,17,32,17,15,5,3,2,1,1,0,3,2,1,1,0,1,36,20,16,31,17,14,5,3,2,1,1,0,3,2,1,1,0,1,20,20,0,4,6,6,0,7,7,0,3,3,0
5340718022,0,,,210,101,109,196,94,102,14,7,7,0,0,0,7,3,4,7,4,3,208,99,109,194,92,102,14,7,7,0,0,0,7,3,4,7,4,3,122,118,4,15,34,34,0,49,49,0,20,16,4
5340718023,0,,,66,28,38,53,21,32,13,7,6,6,3,3,7,4,3,0,0,0,63,26,37,50,19,31,13,7,6,6,3,3,7,4,3,0,0,0,39,37,2,0,11,11,0,20,18,2,7,7,0
5340718024,0,,,140,61,79,126,55,71,13,5,8,4,3,1,5,1,4,4,1,3,137,59,78,125,55,70,12,4,8,3,2,1,5,1,4,4,1,3,68,64,4,4,29,26,3,24,24,0,7,6,1
5340718031,0,,,20,10,10,10,7,3,9,3,6,1,1,0,8,2,6,0,0,0,17,10,7,10,7,3,7,3,4,1,1,0,6,2,4,0,0,0,8,8,0,1,1,1,0,3,3,0,1,1,0
5340718032,0,,,153,78,75,138,68,70,4,3,1,3,2,1,1,1,0,0,0,0,151,76,75,137,67,70,4,3,1,3,2,1,1,1,0,0,0,0,84,73,11,2,17,17,0,43,36,7,17,14,3
5340718033,0,,,62,33,29,58,31,27,4,2,2,2,1,1,1,1,0,1,0,1,62,33,29,58,31,27,4,2,2,2,1,1,1,1,0,1,0,1,24,23,1,1,9,9,0,6,6,0,6,5,1
5340718034,0,,,87,45,42,82,42,40,5,3,2,0,0,0,3,2,1,2,1,1,85,43,42,81,41,40,4,2,2,0,0,0,3,2,1,1,0,1,48,44,4,4,18,17,1,14,13,1,10,8,2
5340718041,0,,,178,91,87,158,80,78,14,8,6,9,6,3,5,2,3,0,0,0,172,87,85,153,77,76,14,8,6,9,6,3,5,2,3,0,0,0,87,82,5,7,35,33,2,32,30,2,10,9,1
5340718042,0,,,442,228,214,281,148,133,102,50,52,34,15,19,43,21,22,25,14,11,407,209,198,276,144,132,99,48,51,32,13,19,42,21,21,25,14,11,218,204,14,17,74,71,3,75,69,6,38,33,5
5340718043,0,,,220,116,104,183,97,86,30,15,15,13,6,7,10,6,4,7,3,4,210,111,99,179,94,85,28,14,14,11,5,6,10,6,4,7,3,4,116,110,6,11,39,36,3,46,44,2,15,14,1
5340718044,0,,,422,212,210,298,146,152,78,40,38,29,15,14,23,9,14,26,16,10,397,200,197,295,145,150,78,40,38,29,15,14,23,9,14,26,16,10,233,202,31,15,84,77,7,75,60,15,52,43,9
5340718111,0,,,227,116,111,192,95,97,28,16,12,13,4,9,5,5,0,10,7,3,219,111,108,188,93,95,28,16,12,13,4,9,5,5,0,10,7,3,128,116,12,16,36,32,4,48,43,5,20,17,3
5340718112,0,,,727,365,362,493,247,246,180,86,94,56,29,27,49,21,28,75,36,39,676,340,336,458,231,227,170,81,89,51,26,25,49,21,28,70,34,36,408,361,47,14,94,86,8,191,167,24,96,82,14
5340718113,0,,,388,195,193,186,83,103,112,60,52,35,15,20,39,26,13,38,19,19,336,169,167,179,81,98,110,60,50,35,15,20,39,26,13,36,19,17,198,181,17,15,76,71,5,69,62,7,26,23,3
5340718114,0,,,458,218,240,388,185,203,54,25,29,15,5,10,15,9,6,24,11,13,440,211,229,377,181,196,51,24,27,14,5,9,15,9,6,22,10,12,248,224,24,20,61,55,6,94,81,13,65,60,5
5340718121,0,,,481,237,244,332,163,169,132,65,67,63,29,34,45,25,20,24,11,13,447,221,226,310,153,157,123,60,63,58,27,31,43,24,19,22,9,13,265,231,34,15,76,66,10,108,93,15,56,49,7
5340718122,0,,,527,265,262,397,198,199,101,51,50,33,15,18,41,20,21,27,16,11,503,250,253,383,190,193,97,48,49,31,13,18,39,19,20,27,16,11,294,253,41,19,71,67,4,143,121,22,58,43,15
5340718123,0,,,496,257,239,389,184,205,75,45,30,32,19,13,15,9,6,28,17,11,473,241,232,379,178,201,68,40,28,28,17,11,13,7,6,27,16,11,291,257,34,16,72,63,9,116,104,12,74,61,13
5340718124,0,,,376,184,192,259,121,138,89,47,42,35,21,14,26,10,16,28,16,12,355,175,180,252,119,133,84,43,41,30,17,13,26,10,16,28,16,12,195,182,13,9,48,46,2,89,85,4,39,32,7
5340718131,0,,,411,198,213,248,116,132,75,40,35,20,9,11,37,20,17,18,11,7,324,154,170,227,104,123,73,39,34,20,9,11,37,20,17,16,10,6,170,161,9,5,59,56,3,76,71,5,25,24,1
5340718132,0,,,160,84,76,136,75,61,18,7,11,13,6,7,4,1,3,1,0,1,158,83,75,135,75,60,18,7,11,13,6,7,4,1,3,1,0,1,107,98,9,7,22,22,0,47,43,4,27,22,5
5340718133,0,,,270,131,139,216,104,112,32,14,18,7,3,4,13,4,9,12,7,5,257,127,130,213,103,110,29,14,15,7,3,4,11,4,7,11,7,4,111,108,3,8,23,23,0,47,45,2,29,28,1
5340718134,0,,,382,197,185,271,140,131,82,39,43,36,16,20,29,13,16,17,10,7,369,193,176,263,136,127,80,39,41,35,16,19,28,13,15,17,10,7,202,179,23,12,70,61,9,71,66,5,41,32,9
5340718141,0,,,595,310,285,303,147,156,184,100,84,80,44,36,72,44,28,32,12,20,540,274,266,277,130,147,174,92,82,75,40,35,67,40,27,32,12,20,333,318,15,6,98,93,5,165,158,7,38,37,1
5340718142,0,,,395,194,201,319,154,165,51,27,24,17,8,9,11,6,5,23,13,10,382,187,195,314,152,162,51,27,24,17,8,9,11,6,5,23,13,10,159,148,11,18,40,37,3,58,52,6,39,37,2
5340718143,0,,,303,153,150,238,121,117,50,21,29,12,8,4,24,7,17,14,6,8,291,146,145,230,117,113,49,20,29,11,7,4,24,7,17,14,6,8,167,157,10,9,58,56,2,64,59,5,25,22,3
5340718144,0,,,364,177,187,303,150,153,52,21,31,11,5,6,29,11,18,12,5,7,353,171,182,293,145,148,52,21,31,11,5,6,29,11,18,12,5,7,173,164,9,8,43,40,3,81,79,2,34,30,4
5340718211,0,,,478,245,233,392,194,198,55,34,21,21,13,8,13,6,7,21,15,6,461,235,226,386,190,196,54,33,21,20,12,8,13,6,7,21,15,6,229,210,19,21,67,64,3,87,79,8,46,40,6
5340718212,0,,,473,227,246,328,159,169,126,60,66,44,19,25,54,25,29,28,16,12,454,219,235,318,156,162,122,57,65,44,19,25,50,22,28,28,16,12,254,230,24,6,77,74,3,104,91,13,61,54,7
5340718213,0,,,418,203,215,325,155,170,73,37,36,38,20,18,12,6,6,23,11,12,397,191,206,311,146,165,69,36,33,35,20,15,12,6,6,22,10,12,193,173,20,6,69,63,6,74,69,5,37,30,7
5340718214,0,,,206,102,104,140,67,73,48,25,23,19,8,11,22,12,10,7,5,2,197,99,98,135,65,70,46,25,21,18,8,10,21,12,9,7,5,2,118,112,6,12,42,39,3,39,37,2,19,18,1
5340718221,0,,,405,199,206,293,145,148,97,45,52,30,11,19,40,21,19,27,13,14,382,188,194,281,137,144,88,43,45,27,11,16,37,20,17,24,12,12,208,187,21,12,67,61,6,83,76,7,39,31,8
5340718222,0,,,129,61,68,97,45,52,31,15,16,21,9,12,3,1,2,7,5,2,127,60,67,97,45,52,29,14,15,19,8,11,3,1,2,7,5,2,75,68,7,3,24,22,2,32,27,5,15,15,0
5340718223,0,,,585,281,304,451,218,233,107,48,59,43,16,27,22,10,12,42,22,20,562,269,293,443,215,228,99,45,54,38,14,24,22,10,12,39,21,18,300,271,29,12,101,92,9,117,110,7,62,50,12
5340718224,0,,,294,144,150,184,84,100,72,39,33,20,11,9,40,22,18,12,6,6,259,123,136,170,76,94,68,36,32,17,9,8,40,22,18,11,5,6,142,129,13,4,42,39,3,68,62,6,18,14,4
5340718231,0,,,392,189,203,302,138,164,68,36,32,22,12,10,17,8,9,29,16,13,378,179,199,294,133,161,67,35,32,22,12,10,17,8,9,28,15,13,173,157,16,14,47,41,6,75,68,7,34,31,3
5340718232,0,,,411,196,215,220,107,113,146,68,78,49,25,24,57,27,30,40,16,24,363,173,190,198,97,101,129,60,69,40,22,18,50,22,28,39,16,23,227,209,18,14,70,64,6,104,99,5,30,23,7
5340718233,0,,,524,257,267,352,178,174,154,68,86,62,29,33,57,26,31,35,13,22,491,237,254,332,167,165,148,65,83,59,27,32,54,25,29,35,13,22,243,216,27,5,73,65,8,107,95,12,47,40,7
5340718234,0,,,697,343,354,461,214,247,171,95,76,47,31,16,79,36,43,45,28,17,632,312,320,421,199,222,163,90,73,44,28,16,74,34,40,45,28,17,360,329,31,8,84,75,9,190,174,16,58,52,6
5340718241,0,,,498,252,246,342,168,174,111,58,53,31,15,16,57,31,26,23,12,11,467,235,232,326,159,167,105,54,51,30,14,16,54,29,25,21,11,10,277,245,32,6,86,77,9,118,108,10,59,48,11
5340718242,0,,,529,258,271,344,168,176,150,73,77,78,40,38,51,23,28,21,10,11,491,241,250,316,155,161,146,72,74,75,39,36,51,23,28,20,10,10,295,254,41,8,94,80,14,139,130,9,45,31,14
5340718243,0,,,330,152,178,240,109,131,61,27,34,10,4,6,21,11,10,30,12,18,297,137,160,227,104,123,57,26,31,9,3,6,21,11,10,27,12,15,191,166,25,16,60,48,12,78,73,5,28,21,7
5340718244,0,,,228,103,125,142,65,77,59,24,35,20,6,14,19,9,10,20,9,11,210,95,115,135,62,73,55,22,33,19,6,13,18,8,10,18,8,10,133,119,14,7,37,34,3,57,53,4,26,19,7
