vehicle_id,origin_id,KEY_CODE,vehicle_kind,person_type,type_label,passenger_equivalent,arrived,duration,stranded_main,long_stopped
veh_full_origin_0001_0001,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,196.0,False,False
veh_full_origin_0001_0002,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,203.0,False,False
veh_full_origin_0001_0003,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,204.0,False,False
veh_full_origin_0001_0004,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,205.0,False,False
veh_full_origin_0001_0005,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,207.0,False,False
veh_full_origin_0001_0006,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,219.0,False,False
veh_full_origin_0001_0007,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,211.0,False,False
veh_full_origin_0001_0008,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,216.0,False,False
veh_full_origin_0001_0009,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,215.0,False,False
veh_full_origin_0001_0010,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,220.0,False,False
veh_full_origin_0001_0011,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,211.0,False,False
veh_full_origin_0001_0012,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,210.0,False,False
veh_full_origin_0001_0013,origin_0001,5339777442,private_car,type1,car_non_elderly,2.3,True,213.0,False,False
veh_full_origin_0001_0014,origin_0001,5339777442,private_car,type2,car_elderly,2.3,True,212.0,False,False
veh_full_origin_0001_0015,origin_0001,5339777442,private_car,type2,car_elderly,2.3,True,211.0,False,False
veh_full_origin_0001_0016,origin_0001,5339777442,private_car,type2,car_elderly,2.3,True,217.0,False,False
veh_full_origin_0001_0017,origin_0001,5339777442,private_car,type2,car_elderly,2.3,True,221.0,False,False
veh_full_origin_0002_0001,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,152.0,False,False
veh_full_origin_0002_0002,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,154.0,False,False
veh_full_origin_0002_0003,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,148.0,False,False
veh_full_origin_0002_0004,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,151.0,False,False
veh_full_origin_0002_0005,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,151.0,False,False
veh_full_origin_0002_0006,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,151.0,False,False
veh_full_origin_0002_0007,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,156.0,False,False
veh_full_origin_0002_0008,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,165.0,False,False
veh_full_origin_0002_0009,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,165.0,False,False
veh_full_origin_0002_0010,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,172.0,False,False
veh_full_origin_0002_0011,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,161.0,False,False
veh_full_origin_0002_0012,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,167.0,False,False
veh_full_origin_0002_0013,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,158.0,False,False
veh_full_origin_0002_0014,origin_0002,5339778343,private_car,type1,car_non_elderly,2.3,True,163.0,False,False
veh_full_origin_0002_0015,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,166.0,False,False
veh_full_origin_0002_0016,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,167.0,False,False
veh_full_origin_0002_0017,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,168.0,False,False
veh_full_origin_0002_0018,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,171.0,False,False
veh_full_origin_0002_0019,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,169.0,False,False
veh_full_origin_0002_0020,origin_0002,5339778343,private_car,type2,car_elderly,2.3,True,169.0,False,False
veh_full_origin_0003_0001,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,115.0,False,False
veh_full_origin_0003_0002,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,119.0,False,False
veh_full_origin_0003_0003,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,130.0,False,False
veh_full_origin_0003_0004,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,129.0,False,False
veh_full_origin_0003_0005,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,129.0,False,False
veh_full_origin_0003_0006,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,127.0,False,False
veh_full_origin_0003_0007,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,127.0,False,False
veh_full_origin_0003_0008,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,126.0,False,False
veh_full_origin_0003_0009,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,144.0,False,False
veh_full_origin_0003_0010,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,149.0,False,False
veh_full_origin_0003_0011,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,149.0,False,False
veh_full_origin_0003_0012,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,197.0,False,False
veh_full_origin_0003_0013,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,220.0,False,False
veh_full_origin_0003_0014,origin_0003,5339779313,private_car,type1,car_non_elderly,2.3,True,220.0,False,False
veh_full_origin_0003_0015,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,221.0,False,False
veh_full_origin_0003_0016,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,225.0,False,False
veh_full_origin_0003_0017,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,225.0,False,False
veh_full_origin_0003_0018,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,224.0,False,False
veh_full_origin_0003_0019,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,224.0,False,False
veh_full_origin_0003_0020,origin_0003,5339779313,private_car,type2,car_elderly,2.3,True,223.0,False,False
veh_full_origin_0004_0001,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,283.0,False,False
veh_full_origin_0004_0002,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,283.0,False,False
veh_full_origin_0004_0003,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,283.0,False,False
veh_full_origin_0004_0004,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,281.0,False,False
veh_full_origin_0004_0005,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,280.0,False,False
veh_full_origin_0004_0006,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,280.0,False,False
veh_full_origin_0004_0007,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,279.0,False,False
veh_full_origin_0004_0008,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,280.0,False,False
veh_full_origin_0004_0009,origin_0004,5339779333,private_car,type1,car_non_elderly,2.3,True,279.0,False,False
veh_full_origin_0004_0010,origin_0004,5339779333,private_car,type2,car_elderly,2.3,True,279.0,False,False
veh_full_origin_0004_0011,origin_0004,5339779333,private_car,type2,car_elderly,2.3,True,278.0,False,False
veh_full_origin_0004_0012,origin_0004,5339779333,private_car,type2,car_elderly,2.3,True,277.0,False,False
veh_full_origin_0004_0013,origin_0004,5339779333,private_car,type2,car_elderly,2.3,True,278.0,False,False
veh_full_origin_0005_0001,origin_0005,5339779344,private_car,type1,car_non_elderly,2.3,True,334.0,False,False
veh_full_origin_0005_0002,origin_0005,5339779344,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0006_0001,origin_0006,5339779823,private_car,type1,car_non_elderly,2.3,True,1468.0,False,False
veh_full_origin_0006_0002,origin_0006,5339779823,private_car,type1,car_non_elderly,2.3,True,1636.0,False,False
veh_full_origin_0006_0003,origin_0006,5339779823,private_car,type1,car_non_elderly,2.3,True,1894.0,False,False
veh_full_origin_0006_0004,origin_0006,5339779823,private_car,type1,car_non_elderly,2.3,True,2152.0,False,False
veh_full_origin_0006_0005,origin_0006,5339779823,private_car,type2,car_elderly,2.3,True,2442.0,False,False
veh_full_origin_0006_0006,origin_0006,5339779823,private_car,type2,car_elderly,2.3,True,3602.0,False,True
veh_full_origin_0007_0001,origin_0007,5339779824,private_car,type1,car_non_elderly,2.3,True,2732.0,False,False
veh_full_origin_0007_0002,origin_0007,5339779824,private_car,type1,car_non_elderly,2.3,True,2835.0,False,False
veh_full_origin_0007_0003,origin_0007,5339779824,private_car,type1,car_non_elderly,2.3,True,907.0,False,False
veh_full_origin_0008_0001,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,845.0,False,False
veh_full_origin_0008_0002,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,2795.0,False,False
veh_full_origin_0008_0003,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,2703.0,False,False
veh_full_origin_0008_0004,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,879.0,False,False
veh_full_origin_0008_0005,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,902.0,False,False
veh_full_origin_0008_0006,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,922.0,False,False
veh_full_origin_0008_0007,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,927.0,False,False
veh_full_origin_0008_0008,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,1058.0,False,True
veh_full_origin_0008_0009,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,1073.0,False,True
veh_full_origin_0008_0010,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,1060.0,False,True
veh_full_origin_0008_0011,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,1004.0,False,True
veh_full_origin_0008_0012,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,896.0,False,False
veh_full_origin_0008_0013,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,888.0,False,False
veh_full_origin_0008_0014,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,896.0,False,False
veh_full_origin_0008_0015,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,898.0,False,False
veh_full_origin_0008_0016,origin_0008,5339779833,private_car,type1,car_non_elderly,2.3,True,931.0,False,False
veh_full_origin_0008_0017,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,1034.0,False,False
veh_full_origin_0008_0018,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,1033.0,False,False
veh_full_origin_0008_0019,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,1038.0,False,False
veh_full_origin_0008_0020,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,1038.0,False,True
veh_full_origin_0008_0021,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,1043.0,False,True
veh_full_origin_0008_0022,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,780.0,False,False
veh_full_origin_0008_0023,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,782.0,False,False
veh_full_origin_0008_0024,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,944.0,False,False
veh_full_origin_0008_0025,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,978.0,False,False
veh_full_origin_0008_0026,origin_0008,5339779833,private_car,type2,car_elderly,2.3,True,983.0,False,False
veh_full_origin_0009_0001,origin_0009,5339779834,private_car,type1,car_non_elderly,2.3,True,926.0,False,False
veh_full_origin_0009_0002,origin_0009,5339779834,private_car,type1,car_non_elderly,2.3,True,947.0,False,False
veh_full_origin_0009_0003,origin_0009,5339779834,private_car,type1,car_non_elderly,2.3,True,948.0,False,False
veh_full_origin_0009_0004,origin_0009,5339779834,private_car,type1,car_non_elderly,2.3,True,891.0,False,False
veh_full_origin_0010_0001,origin_0010,5339779844,private_car,type1,car_non_elderly,2.3,True,1080.0,False,False
veh_full_origin_0010_0002,origin_0010,5339779844,private_car,type1,car_non_elderly,2.3,True,1085.0,False,False
veh_full_origin_0010_0003,origin_0010,5339779844,private_car,type1,car_non_elderly,2.3,True,1079.0,False,False
veh_full_origin_0010_0004,origin_0010,5339779844,private_car,type1,car_non_elderly,2.3,True,1074.0,False,False
veh_full_origin_0010_0005,origin_0010,5339779844,private_car,type2,car_elderly,2.3,True,888.0,False,False
veh_full_origin_0010_0006,origin_0010,5339779844,private_car,type2,car_elderly,2.3,True,1110.0,False,False
veh_full_origin_0010_0007,origin_0010,5339779844,private_car,type2,car_elderly,2.3,True,1105.0,False,False
veh_full_origin_0011_0001,origin_0011,5339779941,private_car,type1,car_non_elderly,2.3,True,1093.0,False,True
veh_full_origin_0011_0002,origin_0011,5339779941,private_car,type1,car_non_elderly,2.3,True,1087.0,False,True
veh_full_origin_0011_0003,origin_0011,5339779941,private_car,type1,car_non_elderly,2.3,True,910.0,False,False
veh_full_origin_0011_0004,origin_0011,5339779941,private_car,type1,car_non_elderly,2.3,True,1095.0,False,True
veh_full_origin_0012_0001,origin_0012,5439070313,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0012_0002,origin_0012,5439070313,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0012_0003,origin_0012,5439070313,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0012_0004,origin_0012,5439070313,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0001,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0002,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,True,886.0,False,False
veh_full_origin_0013_0003,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0004,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0005,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,True,920.0,False,False
veh_full_origin_0013_0006,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0007,origin_0013,5439070411,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0013_0008,origin_0013,5439070411,private_car,type2,car_elderly,2.3,True,1011.0,False,False
veh_full_origin_0013_0009,origin_0013,5439070411,private_car,type2,car_elderly,2.3,True,968.0,False,False
veh_full_origin_0013_0010,origin_0013,5439070411,private_car,type2,car_elderly,2.3,True,1076.0,False,False
veh_full_origin_0013_0011,origin_0013,5439070411,private_car,type2,car_elderly,2.3,True,1082.0,False,False
veh_full_origin_0014_0001,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0002,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0003,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0004,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0005,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0006,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,True,327.0,False,False
veh_full_origin_0014_0007,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0008,origin_0014,5439070424,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0014_0009,origin_0014,5439070424,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0014_0010,origin_0014,5439070424,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0014_0011,origin_0014,5439070424,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0014_0012,origin_0014,5439070424,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0015_0001,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0002,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0003,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0004,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0005,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0006,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0007,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0008,origin_0015,5439070433,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0015_0009,origin_0015,5439070433,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0015_0010,origin_0015,5439070433,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0015_0011,origin_0015,5439070433,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0015_0012,origin_0015,5439070433,private_car,type2,car_elderly,2.3,True,881.0,False,False
veh_full_origin_0016_0001,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0002,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0003,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0004,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0005,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0006,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0007,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0008,origin_0016,5439070434,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0016_0009,origin_0016,5439070434,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0016_0010,origin_0016,5439070434,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0016_0011,origin_0016,5439070434,private_car,type2,car_elderly,2.3,False,,True,True
veh_full_origin_0017_0001,origin_0017,5439070531,private_car,type1,car_non_elderly,2.3,True,339.0,False,False
veh_full_origin_0017_0002,origin_0017,5439070531,private_car,type1,car_non_elderly,2.3,True,125.0,False,False
veh_full_origin_0018_0001,origin_0018,5439070541,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0018_0002,origin_0018,5439070541,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0018_0003,origin_0018,5439070541,private_car,type1,car_non_elderly,2.3,False,,True,True
veh_full_origin_0019_0001,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1251.0,False,False
veh_full_origin_0019_0002,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1364.0,False,False
veh_full_origin_0019_0003,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1364.0,False,False
veh_full_origin_0019_0004,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,2917.0,False,True
veh_full_origin_0019_0005,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,2925.0,False,True
veh_full_origin_0019_0006,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,2945.0,False,True
veh_full_origin_0019_0007,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1207.0,False,False
veh_full_origin_0019_0008,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1508.0,False,True
veh_full_origin_0019_0009,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1272.0,False,False
veh_full_origin_0019_0010,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,6601.0,False,True
veh_full_origin_0019_0011,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1537.0,False,False
veh_full_origin_0019_0012,origin_0019,5439070714,private_car,type1,car_non_elderly,2.3,True,1537.0,False,False
veh_full_origin_0019_0013,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1538.0,False,False
veh_full_origin_0019_0014,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1558.0,False,False
veh_full_origin_0019_0015,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1544.0,False,False
veh_full_origin_0019_0016,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1559.0,False,False
veh_full_origin_0019_0017,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1553.0,False,False
veh_full_origin_0019_0018,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1558.0,False,False
veh_full_origin_0019_0019,origin_0019,5439070714,private_car,type2,car_elderly,2.3,True,1623.0,False,False
veh_full_origin_0020_0001,origin_0020,5439070724,private_car,type1,car_non_elderly,2.3,True,155.0,False,False
veh_full_origin_0020_0002,origin_0020,5439070724,private_car,type1,car_non_elderly,2.3,True,173.0,False,False
veh_full_origin_0020_0003,origin_0020,5439070724,private_car,type1,car_non_elderly,2.3,True,172.0,False,False
veh_full_origin_0020_0004,origin_0020,5439070724,private_car,type1,car_non_elderly,2.3,True,172.0,False,False
veh_full_origin_0021_0001,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,184.0,False,False
veh_full_origin_0021_0002,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,184.0,False,False
veh_full_origin_0021_0003,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,183.0,False,False
veh_full_origin_0021_0004,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0005,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0006,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0007,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0008,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0009,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0010,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,180.0,False,False
veh_full_origin_0021_0011,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,179.0,False,False
veh_full_origin_0021_0012,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,179.0,False,False
veh_full_origin_0021_0013,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,184.0,False,False
veh_full_origin_0021_0014,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,183.0,False,False
veh_full_origin_0021_0015,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,184.0,False,False
veh_full_origin_0021_0016,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0017,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,186.0,False,False
veh_full_origin_0021_0018,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,185.0,False,False
veh_full_origin_0021_0019,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,185.0,False,False
veh_full_origin_0021_0020,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,185.0,False,False
veh_full_origin_0021_0021,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,184.0,False,False
veh_full_origin_0021_0022,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,183.0,False,False
veh_full_origin_0021_0023,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,183.0,False,False
veh_full_origin_0021_0024,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0025,origin_0021,5439070734,private_car,type1,car_non_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0026,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0027,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,181.0,False,False
veh_full_origin_0021_0028,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,180.0,False,False
veh_full_origin_0021_0029,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,180.0,False,False
veh_full_origin_0021_0030,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,180.0,False,False
veh_full_origin_0021_0031,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,179.0,False,False
veh_full_origin_0021_0032,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,178.0,False,False
veh_full_origin_0021_0033,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,178.0,False,False
veh_full_origin_0021_0034,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,177.0,False,False
veh_full_origin_0021_0035,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,183.0,False,False
veh_full_origin_0021_0036,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,182.0,False,False
veh_full_origin_0021_0037,origin_0021,5439070734,private_car,type2,car_elderly,2.3,True,181.0,False,False
veh_full_origin_0022_0001,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1158.0,False,False
veh_full_origin_0022_0002,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1183.0,False,False
veh_full_origin_0022_0003,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1151.0,False,False
veh_full_origin_0022_0004,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1180.0,False,False
veh_full_origin_0022_0005,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1152.0,False,False
veh_full_origin_0022_0006,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1197.0,False,False
veh_full_origin_0022_0007,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1150.0,False,False
veh_full_origin_0022_0008,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,985.0,False,False
veh_full_origin_0022_0009,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1189.0,False,False
veh_full_origin_0022_0010,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1143.0,False,False
veh_full_origin_0022_0011,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1059.0,False,False
veh_full_origin_0022_0012,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1050.0,False,False
veh_full_origin_0022_0013,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1064.0,False,False
veh_full_origin_0022_0014,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1053.0,False,False
veh_full_origin_0022_0015,origin_0022,5439070811,private_car,type1,car_non_elderly,2.3,True,1065.0,False,False
veh_full_origin_0022_0016,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1067.0,False,False
veh_full_origin_0022_0017,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1061.0,False,False
veh_full_origin_0022_0018,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1064.0,False,False
veh_full_origin_0022_0019,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1081.0,False,False
veh_full_origin_0022_0020,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1068.0,False,False
veh_full_origin_0022_0021,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1080.0,False,False
veh_full_origin_0022_0022,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1087.0,False,False
veh_full_origin_0022_0023,origin_0022,5439070811,private_car,type2,car_elderly,2.3,True,1087.0,False,False
veh_full_origin_0023_0001,origin_0023,5439070812,private_car,type1,car_non_elderly,2.3,True,3076.0,False,False
veh_full_origin_0023_0002,origin_0023,5439070812,private_car,type1,car_non_elderly,2.3,True,3531.0,False,False
