city_code,city_name,scenario,vehicle_count,arrived_count,not_arrived_count,reroute_failed_count,long_stopped_count,departure_blocked_count,stranded_main_count,closure_event_count,final_closed_sumo_edge_count,vehicle_log,closure_log,congestion_log,summary,updated_at,run_id
08447,河内町,10pct,261,261,0,0,0,0,0,8,3178,output/sumo/regions/08447/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08447/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08447/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08447/results/scenario_a_10pct_traci_summary.json,2026-05-18T17:10:36,
08521,八千代町,10pct,409,409,0,0,0,0,0,8,5382,output/sumo/regions/08521/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08521/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08521/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08521/results/scenario_a_10pct_traci_summary.json,2026-05-18T17:11:42,
08542,五霞町,10pct,16,16,0,0,0,0,0,8,0,output/sumo/regions/08542/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08542/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08542/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08542/results/scenario_a_10pct_traci_summary.json,2026-05-18T17:12:03,
08546,境町,10pct,236,236,0,0,0,0,0,8,3058,output/sumo/regions/08546/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08546/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08546/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08546/results/scenario_a_10pct_traci_summary.json,2026-05-18T17:12:41,
08564,利根町,10pct,174,174,0,0,0,0,0,8,1510,output/sumo/regions/08564/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08564/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08564/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08564/results/scenario_a_10pct_traci_summary.json,2026-05-18T17:13:05,
08224,守谷市,full,333,333,0,0,0,0,0,8,848,output/sumo/regions/08224/results/scenario_a_vehicle_log.csv,output/sumo/regions/08224/results/scenario_a_closure_log.csv,output/sumo/regions/08224/results/scenario_a_congestion_log.csv,output/sumo/regions/08224/results/scenario_a_traci_summary.json,2026-05-18T17:15:00,
08226,那珂市,full,498,498,0,0,0,0,0,8,32,output/sumo/regions/08226/results/scenario_a_vehicle_log.csv,output/sumo/regions/08226/results/scenario_a_closure_log.csv,output/sumo/regions/08226/results/scenario_a_congestion_log.csv,output/sumo/regions/08226/results/scenario_a_traci_summary.json,2026-05-18T17:16:26,
08233,行方市,full,61,61,0,0,0,0,0,8,64,output/sumo/regions/08233/results/scenario_a_vehicle_log.csv,output/sumo/regions/08233/results/scenario_a_closure_log.csv,output/sumo/regions/08233/results/scenario_a_congestion_log.csv,output/sumo/regions/08233/results/scenario_a_traci_summary.json,2026-05-18T17:17:41,
08309,大洗町,full,40,40,0,0,0,0,0,8,0,output/sumo/regions/08309/results/scenario_a_vehicle_log.csv,output/sumo/regions/08309/results/scenario_a_closure_log.csv,output/sumo/regions/08309/results/scenario_a_congestion_log.csv,output/sumo/regions/08309/results/scenario_a_traci_summary.json,2026-05-18T17:18:00,
08442,美浦村,full,982,982,0,0,0,0,0,8,876,output/sumo/regions/08442/results/scenario_a_vehicle_log.csv,output/sumo/regions/08442/results/scenario_a_closure_log.csv,output/sumo/regions/08442/results/scenario_a_congestion_log.csv,output/sumo/regions/08442/results/scenario_a_traci_summary.json,2026-05-18T17:19:57,
08542,五霞町,full,128,128,0,0,0,0,0,8,0,output/sumo/regions/08542/results/scenario_a_vehicle_log.csv,output/sumo/regions/08542/results/scenario_a_closure_log.csv,output/sumo/regions/08542/results/scenario_a_congestion_log.csv,output/sumo/regions/08542/results/scenario_a_traci_summary.json,2026-05-18T17:20:24,
08211,常総市,10pct,1151,1151,0,0,0,0,0,8,8968,output/sumo/regions/08211/results/scenario_a_10pct_vehicle_log.csv,output/sumo/regions/08211/results/scenario_a_10pct_closure_log.csv,output/sumo/regions/08211/results/scenario_a_10pct_congestion_log.csv,output/sumo/regions/08211/results/scenario_a_10pct_traci_summary.json,2026-07-10T00:07:06,10pct_20260710T000406_265ac6c9
08211,常総市,full,9569,8989,580,0,4449,0,580,8,8968,output/sumo/regions/08211/results/scenario_a_vehicle_log.csv,output/sumo/regions/08211/results/scenario_a_closure_log.csv,output/sumo/regions/08211/results/scenario_a_congestion_log.csv,output/sumo/regions/08211/results/scenario_a_traci_summary.json,2026-07-21T13:00:13,full_20260721T120414_95df7a12
