timestamp,edge_id
2015-09-10T18:00:00,519683411_519683417_0
2015-09-10T18:00:00,519683417_3737554078_0
2015-09-10T18:00:00,519683417_519683411_0
2015-09-10T18:00:00,519683417_519683419_0
2015-09-10T18:00:00,519683419_519683417_0
2015-09-10T18:00:00,534523169_485595682_0
2015-09-10T18:00:00,5527369700_5527369701_0
2015-09-10T18:00:00,5527369701_5527369700_0
2015-09-10T18:00:00,6104655331_12810906867_0
2015-09-10T18:00:00,6104655331_1429510234_0
2015-09-10T18:00:00,6104655331_6126089021_0
2015-09-10T18:00:00,6104655335_6104655331_0
2015-09-10T18:00:00,6126089021_8867254163_0
2015-09-10T18:00:00,6126171379_1429522016_0
2015-09-10T18:00:00,6126171379_1429603200_0
2015-09-10T18:00:00,6126186608_1429522565_0
2015-09-10T18:00:00,6126186608_6126171379_0
2015-09-10T18:00:00,8215549940_10554180795_0
2015-09-10T18:00:00,8215549940_1429509862_0
2015-09-10T18:00:00,8215549940_3740799962_0
2015-09-10T18:00:00,8867254163_11224417375_0
2015-09-10T18:00:00,8867254163_1429510020_0
2015-09-10T18:00:00,8867254174_6126098293_0
2015-09-11T06:00:00,10554180795_8215549940_0
2015-09-11T06:00:00,11111740023_3749595492_0
2015-09-11T06:00:00,11224417367_1429603185_0
2015-09-11T06:00:00,11686377802_4679390773_0
2015-09-11T06:00:00,11686377804_4679390773_0
2015-09-11T06:00:00,11686377826_3746011846_0
2015-09-11T06:00:00,11750460434_3746011962_0
2015-09-11T06:00:00,11750460434_3746011963_0
2015-09-11T06:00:00,11750460434_3746011983_0
2015-09-11T06:00:00,12803574326_1429463023_0
2015-09-11T06:00:00,12810906272_1429517145_0
2015-09-11T06:00:00,12810906867_1429510020_0
2015-09-11T06:00:00,12810906867_6104655331_0
2015-09-11T06:00:00,12810906867_6126089021_0
2015-09-11T06:00:00,1429463023_12803574326_0
2015-09-11T06:00:00,1429463023_1429490818_0
2015-09-11T06:00:00,1429463587_1429490820_0
2015-09-11T06:00:00,1429463587_3746011620_0
2015-09-11T06:00:00,1429463900_1877020712_0
2015-09-11T06:00:00,1429463900_3279858779_0
2015-09-11T06:00:00,1429463900_3745754345_0
2015-09-11T06:00:00,1429463923_3745754337_0
2015-09-11T06:00:00,1429465115_3746011833_0
2015-09-11T06:00:00,1429465115_3746011838_0
2015-09-11T06:00:00,1429465115_3746011861_0
2015-09-11T06:00:00,1429465115_3746011864_0
2015-09-11T06:00:00,1429465402_3746011879_0
2015-09-11T06:00:00,1429465402_3746011889_0
