vehicle_id,vehicle_kind,origin_id,KEY_CODE,from_sumo_edge_id,pickup_edge_id,shelter_id,shelter_name,to_sumo_edge_id,depart,passenger_equivalent
veh_full_origin_0001_0001,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0002,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0003,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0004,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0005,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0006,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0007,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0008,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0009,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0010,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0011,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0012,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0013,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0014,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0015,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0016,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0001_0017,private_car,origin_0001,5339777442,551#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0001,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0002,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0003,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0004,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0005,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0006,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0007,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0008,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0009,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0010,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0011,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0012,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0013,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0014,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0015,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0016,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0017,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0018,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0019,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0002_0020,private_car,origin_0002,5339778343,791#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0001,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0002,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0003,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0004,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0005,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0006,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0007,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0008,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0009,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0010,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0011,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0012,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0013,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0014,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0015,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0016,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0017,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0018,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0019,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0003_0020,private_car,origin_0003,5339779313,792#4,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0001,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0002,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0003,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0004,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0005,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0006,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0007,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0008,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0009,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0010,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0011,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0012,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0004_0013,private_car,origin_0004,5339779333,912#7,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0005_0001,private_car,origin_0005,5339779344,12273#6,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0005_0002,private_car,origin_0005,5339779344,12273#6,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0006_0001,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0006_0002,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0006_0003,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0006_0004,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0006_0005,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0006_0006,private_car,origin_0006,5339779823,8754#15,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0007_0001,private_car,origin_0007,5339779824,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0007_0002,private_car,origin_0007,5339779824,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0007_0003,private_car,origin_0007,5339779824,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0001,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0002,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0003,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0004,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0005,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0006,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0007,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0008,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0009,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0010,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0011,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0012,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0013,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0014,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0015,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0016,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0017,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0018,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0019,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0020,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0021,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0022,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0023,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0024,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0025,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0008_0026,private_car,origin_0008,5339779833,8754#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0009_0001,private_car,origin_0009,5339779834,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0009_0002,private_car,origin_0009,5339779834,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0009_0003,private_car,origin_0009,5339779834,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0009_0004,private_car,origin_0009,5339779834,8756#5,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0001,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0002,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0003,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0004,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0005,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0006,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0010_0007,private_car,origin_0010,5339779844,12742#8,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0011_0001,private_car,origin_0011,5339779941,12742#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0011_0002,private_car,origin_0011,5339779941,12742#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0011_0003,private_car,origin_0011,5339779941,12742#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0011_0004,private_car,origin_0011,5339779941,12742#16,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0012_0001,private_car,origin_0012,5439070313,1003#15,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0012_0002,private_car,origin_0012,5439070313,1003#15,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0012_0003,private_car,origin_0012,5439070313,1003#15,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0012_0004,private_car,origin_0012,5439070313,1003#15,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0001,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0002,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0003,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0004,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0005,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0006,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0007,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0008,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0009,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0010,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0013_0011,private_car,origin_0013,5439070411,1018#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0001,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0002,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0003,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0004,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0005,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0006,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0007,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0008,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0009,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0010,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0011,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0014_0012,private_car,origin_0014,5439070424,1038#5,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0001,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0002,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0003,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0004,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0005,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0006,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0007,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0008,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0009,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0010,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0011,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0015_0012,private_car,origin_0015,5439070433,1602#3,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0001,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0002,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0003,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0004,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0005,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0006,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0007,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0008,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0009,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0010,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0016_0011,private_car,origin_0016,5439070434,1093#0,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0017_0001,private_car,origin_0017,5439070531,1160#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0017_0002,private_car,origin_0017,5439070531,1160#8,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0018_0001,private_car,origin_0018,5439070541,1160#6,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0018_0002,private_car,origin_0018,5439070541,1160#6,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0018_0003,private_car,origin_0018,5439070541,1160#6,,shelter_5,菅生小学校,928#4,0,2.3
veh_full_origin_0019_0001,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0002,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0003,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0004,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0005,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0006,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0007,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0008,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0009,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0010,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0011,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0012,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0013,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0014,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0015,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0016,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0017,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0018,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0019_0019,private_car,origin_0019,5439070714,309#0,,shelter_1,絹西小学校,1072#20,0,2.3
veh_full_origin_0020_0001,private_car,origin_0020,5439070724,1133#4,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0020_0002,private_car,origin_0020,5439070724,1133#4,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0020_0003,private_car,origin_0020,5439070724,1133#4,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0020_0004,private_car,origin_0020,5439070724,1133#4,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0001,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0002,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0003,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0004,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0005,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0006,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0007,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0008,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0009,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0010,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0011,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0012,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0013,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0014,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0015,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0016,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0017,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0018,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0019,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0020,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0021,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0022,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0023,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0024,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0025,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0026,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0027,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0028,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0029,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0030,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0031,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0032,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0033,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0034,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0035,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0036,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0021_0037,private_car,origin_0021,5439070734,1133#1,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0022_0001,private_car,origin_0022,5439070811,309#0,,shelter_4,水海道小学校,6656#8,0,2.3
veh_full_origin_0022_0002,private_car,origin_0022,5439070811,309#0,,shelter_4,水海道小学校,6656#8,0,2.3
